Εταίρος ΕΦΔ,Κωδικός Πρότασης,Επωνυμία Επιχείρησης,ΚΑΔ Επένδυσης,Περιγραφή ΚΑΔ Επένδυσης,Περιφέρεια Υλοποίησης,ΠΕΠ,Συνολικός Προϋπολογισμός,Επιχορηγούμενος Προϋπολογισμός,Δημόσια Δαπάνη Ολοκλήρωσης
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00890                      ,ΠΑΝΙΔΗΣ ΠΑΝΑΓΙΩΤΗΣ - ΠΑΝΙΔΗΣ ΝΙΚΟΛΑΟΣ ΟΒΕ,14.20.10.01,"Κατασκευή ενδυμάτων από γούνα, αποκλειστικά προς εξαγωγή",ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 5 (Μικρές και Πολύ Μικρές),46979.65,46979.65,21140.84
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00892                      ,ΤΣΑΛΤΑΜΠΑΣΗ ΑΠΟΣΤΟΛΙΝΑ & ΣΙΑ Ε.Ε. ,70.22.11,Υπηρεσίες παροχής συμβουλών στρατηγικής διαχείρισης,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),34019.56,34019.56,17009.78
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00895                      ,ΔΗΜΟΣΘΕΝΗΣ ΘΕΟΔΩΡΙΔΗΣ & ΣΙΑ Ο.Ε.,25.99.29.04,Κατασκευή μεταλλικών κουρτινόβεργων,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),156618.77,146440.71,65898.32
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00917                      ,Α. ΝΙΚΟΛΑΙΔΗΣ & ΥΙΟΙ ΟΕ,28.41.12,"Κατασκευή μηχανουργείων, μηχανών σταθερής θέσης και μηχανών πολλαπλών θέσεων, για την κατεργασία μετάλλου",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),73328.74,65119.90,29303.96
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00918                      ,Α ΚΩΝΣΤΑΝΤΙΝΙΔΟΥ Α.Ε ΕΙΔΩΝ ΟΙΚΙΑΚΗΣ ΧΡΗΣΗΣ,46.49,Χονδρικό εμπόριο άλλων ειδών οικιακής χρήσης,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),202204.73,202204.73,101102.36
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00920                      ,ΑΦΟΙ Ι. ΚΑΙ Β. ΛΑΔΕΝΗΣ Α.Ε ΜΙΝΕΡΒΑ ΒΙΟΜΗΧΑΝΙΑ ΠΛΕΚΤΙΚΗΣ,14.14,Κατασκευή εσωρούχων,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεγάλες),247176.71,246995.52,98798.21
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00921                      ,ΦΩΤΟΓΡΑΦΙΑ ΖΑΡΖΩΝΗ Ο.Ε.,18.13.30.02,"Προετοιμασία ψηφιακών δεδομένων (π.χ. βελτίωση, επιλογή, διασύνδεση ψηφιακών δεδομένων αποθηκευμένων σε φορείς ηλεκτρονικής επεξεργασίας δεδομένων), συναφών με την εκτύπωση",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),110443.93,104171.74,39845.69
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00928                      ,ΠΕΤΡΙΔΗΣ Α.Β.Ε.Ε. ΦΩΤΙΣΤΙΚΩΝ ΣΩΜΑΤΩΝ,27.4,Κατασκευή ηλεκτρολογικού φωτιστικού εξοπλισμού,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),93272.90,91854.83,41334.67
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00931                      ,ΙΩΑΝΝΗΣ ΓΡΑΜΜΕΝΟΣ & ΣΙΑ Ο.Ε.,17.21.12,Κατασκευή σάκων και τσαντών από χαρτί,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),179810.00,179810.00,80914.50
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00952                      ,POWER ELECTRONICS CONTROL ΕΠΕ,26.51.45,Κατασκευή οργάνων και συσκευών μέτρησης ή ελέγχου ηλεκτρικών μεγεθών π.δ.κ.α.,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),235710.00,230766.67,88268.25
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00958                      ,ΦΥΤΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ & ΣΙΑ Ο.Ε.,46.42.11.50,Χονδρικό εμπόριο -μετά από εισαγωγή- έτοιμων ανδρικών και γυναικείων ενδυμάτων,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),203360.00,203360.00,101680.00
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00959                      ,ΑΦΟΙ Γ. ΛΑΛΙΩΤΗ ΟΕ,10.71.11.01,"Παραγωγή τυροπιτών, σάντουιτς και παρόμοιων ειδών",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),217185.00,217185.00,108592.50
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00967                      ,ΑΛΟΥΜΥΛ - ΒΙΟΜΗΧΑΝΙΑ ΑΛΟΥΜΙΝΙΟΥ Α.Ε.,25.11.23,"Δημιουργία άλλων κατασκευών και μερών κατασκευών, κατασκευή λαμαρινών, ράβδων, μορφοράβδων και παρόμοιων ειδών, από σίδηρο, χάλυβα ή αλουμίνιο",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεγάλες),244643.66,233910.46,93564.18
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00974                      ,ΣΑΛΑΓΙΑΝΝΗΣ Γ. ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ ΓΟΥΝΑΡΙΚΩΝ,14.20.10.01,"Κατασκευή ενδυμάτων από γούνα, αποκλειστικά προς εξαγωγή",ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 5 (Μικρές και Πολύ Μικρές),132643.90,132643.90,59689.76
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00977                      ,ΔΗΜΗΤΡΙΑΔΗΣ Α.Ε. ΦΩΤΟΓΡΑΦΙΚΩΝ ΕΙΔΩΝ ΜΕΛΕΤΩΝ ΚΑΙ ΚΑΤΑΣΚΕΥΩΝ ,18.12.12,"Υπηρεσίες εκτύπωσης διαφημιστικών καταλόγων, φυλλαδίων, αφισών και άλλου διαφημιστικού υλικού",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),145486.63,145486.63,65468.98
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00978                      ,ΚΡΑΝΙΑΣ ΧΡΥΣΟΣΤΟΜΟΣ,14.20.10,"Κατασκευή ειδών ένδυσης, εξαρτημάτων ένδυσης και άλλων ειδών από γουνόδερμα (εκτός των καλυμμάτων κεφαλής)",ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 5 (Μικρές και Πολύ Μικρές),142717.33,142717.33,71358.66
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00983                      ,COMPUTER LIFE - ΜΗΧΑΝΟΓΡΑΦΙΚΗ ΟΡΓΑΝΩΣΗ - ΑΝΩΝΥΜΗ ΒΙΟΤΕΧΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ,62.01,Δραστηριότητες προγραμματισμού ηλεκτρονικών συστημάτων,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),144742.72,144742.72,72371.36
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00991                      ,ΚΑΛΕΣΤΕΣΙΑ ΑΒΕΕ,14.13,Κατασκευή άλλων εξωτερικών ενδυμάτων,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),241310.43,241310.43,108589.69
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00993                      ,ΠΑΜΗ Α.Β.Ε.Ε. ΒΙΟΜΗΧΑΝΙΑ ΕΙΔΩΝ ΔΙΑΤΡΟΦΗΣ & ΖΑΧΑΡΟΠΛΑΣΤΙΚΗΣ,10.82.11,"Παραγωγή πάστας κακάου, αποβουτυρωμένης ή μη",ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 5 (Μικρές και Πολύ Μικρές),193612.76,193612.76,87125.74
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00994                      ,ΠΥΡΑΜΙΣ ΜΕΤΑΛΛΟΥΡΓΙΑ Α.Ε.,25.99.11,"Κατασκευή νεροχυτών, νιπτήρων, μπανιέρων και άλλων ειδών υγιεινής και μερών τους, από σίδηρο, χάλυβα, χαλκό ή αλουμίνιο",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεγάλες),229238.58,229238.58,91695.43
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-00998                      ,ΜΑΡΜΑΡΑ-ΓΡΑΝΙΤΕΣ ΜΑΝΩΛΟΓΛΟΥ ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ,23.70.11.05,Εργασίες σχισίματος μαρμάρων,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),80889.66,80889.66,36400.35
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01017                      ,Ι.ΑΖΕΜΟΠΟΥΛΟΣ -Γ.ΜΙΧΑΛΟΠΟΥΛΟΣ O.E,14.20.10.01,"Κατασκευή ενδυμάτων από γούνα, αποκλειστικά προς εξαγωγή",ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 5 (Μικρές και Πολύ Μικρές),207006.74,207006.74,93153.03
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01020                      ,"EPSILON NET- ΑΝΩΝΥΜΗ ΕΤΑΙΡΕΙΑ ΠΛΗΡΟΦΟΡΙΚΗΣ, ΕΚΠΑΙΔΕΥΣΗΣ ΚΑΙ ΠΡΟΙΟΝΤΩΝ ΥΨΗΛΗΣ ΤΕΧΝΟΛΟΓΙΑΣ",18.20.30,Υπηρεσίες αναπαραγωγής λογισμικού,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),141420.62,141420.62,54093.39
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01023                      ,ΓΟΥΝΟΒΙΟΤΕΧΝΙΚΗ - 32 ABOVE Α.Ε.,14.20.10.01,"Κατασκευή ενδυμάτων από γούνα, αποκλειστικά προς εξαγωγή",ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 5 (Μικρές και Πολύ Μικρές),44315.00,44315.00,19941.75
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01032                      ,ΑΠΟΣΤΟΛΙΔΗΣ Α.Ε.Β.Ε.,27.40.2,Κατασκευή λαμπτήρων και φωτιστικών εξαρτημάτων,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),71271.85,71271.85,31887.90
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01033                      ,CHIMAR [HELLAS] AE – ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΚΑΙ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΙΑ ΧΗΜΙΚΩΝ ΠΡΟΪΟΝΤΩΝ,20.59.59,Παραγωγή διαφόρων άλλων χημικών προϊόντων π.δ.κ.α.,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),61909.56,61909.56,27859.30
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01038                      ,ΚΑΤΑΡΤΖΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ,32.12.13.07,Κατασκευή χρυσών και αργυρών κοσμημάτων,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),35000.00,35000.00,13387.50
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01047                      ,ΥΦΗ ΑΕΒΕ ΥΦΑΣΜΑΤΩΝ,13.92.1,Κατασκευή έτοιμων ειδών κλωστοϋφαντουργίας για το νοικοκυριό,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),230890.72,219746.20,98885.79
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01059                      ,ΕΥΡΩΣΥΜΒΟΥΛΟΙ ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΣΥΜΒΟΥΛΩΝ ΑΝΑΠΤΥΞΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ,70.22.11,Υπηρεσίες παροχής συμβουλών στρατηγικής διαχείρισης,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),113933.76,110435.55,49696.00
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01067                      ,ΠΡΙΜΟΥΛΑ ΒΙΟΜΗΧΑΝΙΑ ΣΙΔΕΡΩΤΙΚΩΝ  ΜΗΧΑΝΗΜΑΤΩΝ ΑΕΒΕ,27.51.23,Κατασκευή ηλεκτροθερμικών συσκευών κομμωτικής ή στεγνωτήρων χεριών· ηλεκτρικών σίδερων,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),48215.20,48215.20,21696.84
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01075                      ,ΑΓΡΟΤΙΚΗ - ΒΙΟΛΟΓΙΚΗ ΕΜΠΟΡΙΚΗ ΑΕ,10.85,Παραγωγή έτοιμων γευμάτων και φαγητών,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),199519.19,199519.19,89783.64
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01079                      ,ΑΦΟΙ ΓΕΩΡΓΙΟΥ ΤΕΡΝΕΝΟΠΟΥΛΟΥ ΚΑΙ ΣΙΑ Ο.Ε.,23.70.11,"Κοπή, μορφοποίηση και τελική επεξεργασία μαρμάρου, τραβερτίνη, αλάβαστρου, επεξεργασμένων και προϊόντων τους (εκτός από κυβόλιθους για λιθόστρωτα δρόμων ή πεζοδρομίων, πλάκες για στρώσιμο, πλακίδια, κύβους κλπ) τεχνητά χρωματισμένων κόκκων, χαλικιού και σ",ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 5 (Μικρές και Πολύ Μικρές),49988.81,49988.81,22494.96
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01080                      ,ΙΝΒΕΝΤΙΚΣ ΑΝΑΠΤΥΞΙΑΚΗ ΟΡΓΑΝΩΣΗΣ ΚΑΙ ΤΕΧΝΟΛΟΓΙΑΣ Α.Ε.,62.09.20,Άλλες υπηρεσίες των τεχνολογιών της πληροφορίας και των ηλεκτρονικών υπολογιστών π.δ.κ.α.,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),61602.99,61602.99,27721.35
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01084                      ,OFFIRAMA (ΟΦΙΡΑΜΑ) ΑΝΩΝΥΜΗ ΕΤΑΙΡΙΑ ΕΜΠΟΡΙΑΣ ΕΠΙΠΛΩΝ,46.15.11.02,Εμπορικοί αντιπρόσωποι που μεσολαβούν στην πώληση επίπλων για γραφεία και καταστήματα,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),184750.00,184750.00,92375.00
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01098                      ,ΕΜΜΑΝΟΥΗΛ Δ. ΚΟΥΜΑΚΗΣ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΙΑ ΑΝΤΙΠΡΟΣΩΠΕΙΑ ΕΜΠΟΡΙΟ ΕΙΔΩΝ ΜΕΤΑΔΟΣΗΣ ΚΙΝΗΣΕΩΝ,13.96.13,"Κατασκευή νημάτων και σχοινιών από καουτσούκ, επικαλυμμένων με υφαντικά υλικά· υφαντικού νήματος και λωρίδων, εμποτισμένων ή καλυμμένων με ελαστικό ή πλαστικό",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),48799.26,48799.26,21959.67
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01099                      ,ΑΝΩΝΥΜΗ ΒΙΟΜΗΧΑΝΙΚΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΙΑ ΟΠΤΙΚΩΝ,32.50.42,"Κατασκευή γυαλιών, προφυλακτικών οφθαλμικών γυαλιών και παρόμοιων ειδών, διορθωτικών, προστατευτικών ή άλλων",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),100123.96,100123.96,45055.78
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01103                      ,ΑΓΚΡΟΛΑΜΠ Α.Ε.,71.20.11,Υπηρεσίες δοκιμών και αναλύσεων της σύνθεσης και της καθαρότητας,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),85863.07,85863.07,38638.38
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01104                      ,Σ. ΚΟΥΠΟΥΡΤΙΔΗΣ & ΣΙΑ Ο.Ε.,23.12.13,Μορφοποίηση και κατεργασία γυάλινων καθρεπτών· μονωτικών πλακών από γυαλί με πολλαπλά τοιχώματα,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),36209.00,35807.49,16113.37
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01107                      ,ΣΥΣΤΗΜΑΤΑ ΑΥΤΟΜΑΤΙΣΜΟΥ ΕΛΛΑΔΟΣ AE,33.20.60,Υπηρεσίες εγκατάστασης εξοπλισμού για τον έλεγχο παραγωγικών διαδικασιών,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),139559.93,138664.00,69332.00
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01109                      ,UNIPAP ΚΑΡΑΓΙΑΝΝΗΣ ΑΝΩΝΥΜΟΣ ΕΤΑΙΡΙΑ ΕΜΠΟΡΙΑΣ & ΕΠΕΞΕΡΓΑΣΙΑΣ ΧΑΡΤΟΣΧΟΛΙΚΩΝ ΕΙΔΩΝ,17.23.13,"Κατασκευή βιβλίων μητρώων, λογιστικών βιβλίων, κλασέρ, εντύπων προς συμπλήρωση και άλλων ειδών γραφικής ύλης, από χαρτί ή χαρτόνι",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),61706.00,61706.00,27767.70
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01117                      ,Γ. ΧΗΡΑΣ ΚΑΙ ΥΙΟΙ ΚΑΤΑΣΚΕΥΗ ΚΑΙ ΕΜΠΟΡΙΑ ΕΤΟΙΜΩΝ ΠΛΕΚΤΩΝ ΕΝΔΥΜΑΤΩΝ ΑΕ,14.13.13,"Κατασκευή παλτών, ημίπαλτων, καπών, επενδυτών, άνορακ και παρόμοιων ειδών, πλεκτών ή κροσέ, για γυναίκες ή κορίτσια",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),220365.56,220365.56,110182.78
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01122                      ,ΟΡΟΣΗΜΟ ΠΛΗΡΟΦΟΡΙΚΗ ΑΕ,62.01.11.07,"Υπηρεσίες σχεδιασμού, υποστήριξης και ολοκλήρωσης συστήματος λογισμικού",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),106698.00,106698.00,53349.00
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01129                      ,ΒΕΡΝΙΚΟΛ ΑΝΩΝΥΜΗ ΤΕΧΝΙΚΗ ΕΜΠΟΡΙΚΗ ΒΙΟΤΕΧΝΙΚΗ ΕΙΣΑΓΩΓΙΚΗ ΚΑΙ ΑΝΤΙΠΡΟΣΩΠΕΥΤΙΚΗ ΕΤΑΙΡΕΙΑ,20.30,"Παραγωγή χρωμάτων, βερνικιών και παρόμοιων επιχρισμάτων, μελανιών τυπογραφίας και μαστιχών",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),124667.80,124667.80,56100.51
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01146                      ,ΑΦΟΙ Α. ΠΙΤΕΝΗ ΑΝΩΝΥΜΟΣ ΒΙΟΤΕΧΝΙΚΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΕΙΑ,10.84.12.01,"Παραγωγή μουστάρδας, μαγιονέζας και παρόμοιων ειδών",ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 5 (Μικρές και Πολύ Μικρές),164334.76,164334.76,73950.64
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01148                      ,UNISMACK ABEE,10.86.10,Παραγωγή ομογενοποιημένων παρασκευασμάτων διατροφής και διαιτητικών τροφών,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),239403.84,239352.64,107708.69
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01174                      ,ZANAE ΖΥΜΑΙ ΑΡΤΟΠΟΙΙΑΣ ΝΙΚΟΓΛΟΥ ΑΕ ΒΙΟΜΗΧΑΝΙΑ ΕΜΠΟΡΙΟ ΤΡΟΦΙΜΩΝ,10.85.19,Παραγωγή άλλων έτοιμων γευμάτων και φαγητών (περιλαμβάνεται και η κατεψυγμένη πίτσα),ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μεσαίες),122275.50,101392.50,45626.62
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01186                      ,ΣΑΝΙΤΕΚ (SANITEC) ΑΝΩΝΥΜΟΣ ΒΙΟΤΕΧΝΙΚΗ ΕΜΠΟΡΙΚΗ ΕΤΑΙΡΙΑ -ΕΙΔΗ ΥΓΙΕΙΝΗΣ -ΤΟΥΡΙΣΤΙΚΕΣ ΕΠΙΧΕΙΡΗΣΕΙΣ,22.23.12.01,Κατασκευή ειδών υγιεινής από πολυεστέρα,ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),54400.00,54400.00,27200.00
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01189                      ,ΠΕΤΡΟΣ ΣΤΕΦ. ΚΟΥΣΤΑΣ & ΣΙΑ Ε.Β.Ε.Ε. ,14.20.10,"Κατασκευή ειδών ένδυσης, εξαρτημάτων ένδυσης και άλλων ειδών από γουνόδερμα (εκτός των καλυμμάτων κεφαλής)",ΔΥΤΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 5 (Μικρές και Πολύ Μικρές),234000.00,170000.00,76500.00
ΚΕΠΑ – ΑΝΕΜ,ΕΞ-01190                      ,ΔΗΜΟΣΘΕΝΗΣ ΠΑΠΑΔΗΜΗΤΡΙΟΥ ΑΚΡΥΛ ΝΤΙΖΑΙΝ ΕΠΕ,22.21,"Κατασκευή πλαστικών πλακών, φύλλων, σωλήνων και καθορισμένων μορφών",ΚΕΝΤΡΙΚΗ ΜΑΚΕΔΟΝΙΑ,ΠΕΠ Μακεδονίας - Θράκης - Άξονας 4 (Μικρές και Πολύ Μικρές),177485.00,177485.00,88742.50
